"Trimestre","Unidade da Federação","Nível de instrução","Variável","Valor"
"3º trimestre 2024","Santa Catarina","Ensino fundamental completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2502"
"3º trimestre 2024","Santa Catarina","Ensino médio incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2262"
"3º trimestre 2024","Santa Catarina","Ensino médio completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","3027"
"3º trimestre 2024","Santa Catarina","Ensino superior incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","3505"
"3º trimestre 2024","Santa Catarina","Ensino superior completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","6088"
"3º trimestre 2024","Santa Catarina","Não determinado","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","-"
"3º trimestre 2024","Rio Grande do Sul","Total","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","3451"
"3º trimestre 2024","Rio Grande do Sul","Sem instrução e menos de 1 ano de estudo","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2153"
"3º trimestre 2024","Rio Grande do Sul","Ensino fundamental incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2023"
"3º trimestre 2024","Rio Grande do Sul","Ensino fundamental completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2312"
"3º trimestre 2024","Rio Grande do Sul","Ensino médio incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2136"
"3º trimestre 2024","Rio Grande do Sul","Ensino médio completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2701"
"3º trimestre 2024","Rio Grande do Sul","Ensino superior incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","3411"
"3º trimestre 2024","Rio Grande do Sul","Ensino superior completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","6448"
"3º trimestre 2024","Rio Grande do Sul","Não determinado","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","-"
"3º trimestre 2024","Mato Grosso do Sul","Total","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","3346"
"3º trimestre 2024","Mato Grosso do Sul","Sem instrução e menos de 1 ano de estudo","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1766"
"3º trimestre 2024","Mato Grosso do Sul","Ensino fundamental incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2097"
"3º trimestre 2024","Mato Grosso do Sul","Ensino fundamental completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2126"
"3º trimestre 2024","Mato Grosso do Sul","Ensino médio incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2226"
"3º trimestre 2024","Mato Grosso do Sul","Ensino médio completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2645"
"3º trimestre 2024","Mato Grosso do Sul","Ensino superior incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","3059"
"3º trimestre 2024","Mato Grosso do Sul","Ensino superior completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","6220"
"3º trimestre 2024","Mato Grosso do Sul","Não determinado","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","-"
"3º trimestre 2024","Mato Grosso","Total","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","3481"
"3º trimestre 2024","Mato Grosso","Sem instrução e menos de 1 ano de estudo","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2842"
"3º trimestre 2024","Mato Grosso","Ensino fundamental incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2511"
"3º trimestre 2024","Mato Grosso","Ensino fundamental completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2973"
"3º trimestre 2024","Mato Grosso","Ensino médio incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2507"
"3º trimestre 2024","Mato Grosso","Ensino médio completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","3026"
"3º trimestre 2024","Mato Grosso","Ensino superior incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2817"
"3º trimestre 2024","Mato Grosso","Ensino superior completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","5861"
"3º trimestre 2024","Mato Grosso","Não determinado","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","-"
"3º trimestre 2024","Goiás","Total","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","3166"
"3º trimestre 2024","Goiás","Sem instrução e menos de 1 ano de estudo","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1985"
"3º trimestre 2024","Goiás","Ensino fundamental incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2069"
"3º trimestre 2024","Goiás","Ensino fundamental completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2382"
"3º trimestre 2024","Goiás","Ensino médio incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2136"
"3º trimestre 2024","Goiás","Ensino médio completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2629"
"3º trimestre 2024","Goiás","Ensino superior incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2805"
"3º trimestre 2024","Goiás","Ensino superior completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","5742"
